word,block,response,totcount,count,proportion,language,uni_lemma
bib,solidity,unclear/unknown,11,1,0.09090909090909091,Spanish (Mexican),bib
bib,solidity,unclear/unknown,11,1,0.09090909090909091,Mandarin (Taiwanese),bib
bib,solidity,unclear/unknown,11,1,0.09090909090909091,Spanish (European),bib
bib,solidity,unclear/unknown,11,1,0.09090909090909091,French (French),bib
bicycle,category_organization,color,8,1,0.125,English (American),bicycle
bicycle,category_organization,color,8,1,0.125,Mandarin (Beijing),bicycle
bicycle,category_organization,color,8,1,0.125,Korean,bicycle
bicycle,category_organization,color,8,1,0.125,English (Australian),bicycle
bicycle,category_organization,color,8,1,0.125,Cantonese,bicycle
bicycle,category_organization,color,8,1,0.125,Catalan,bicycle
bicycle,category_organization,color,8,1,0.125,Japanese,bicycle
bicycle,category_organization,color,8,1,0.125,Turkish,bicycle
bicycle,category_organization,color,8,1,0.125,Spanish (Mexican),bicycle
bicycle,category_organization,color,8,1,0.125,Russian,bicycle
bicycle,category_organization,color,8,1,0.125,Kiswahili,bicycle
bicycle,category_organization,color,8,1,0.125,Mandarin (Taiwanese),bicycle
bicycle,category_organization,color,8,1,0.125,Spanish (European),bicycle
bicycle,category_organization,color,8,1,0.125,French (French),bicycle
bicycle,category_organization,material,8,1,0.125,English (American),bicycle
bicycle,category_organization,material,8,1,0.125,Mandarin (Beijing),bicycle
bicycle,category_organization,material,8,1,0.125,Korean,bicycle
bicycle,category_organization,material,8,1,0.125,English (Australian),bicycle
bicycle,category_organization,material,8,1,0.125,Cantonese,bicycle
bicycle,category_organization,material,8,1,0.125,Catalan,bicycle
bicycle,category_organization,material,8,1,0.125,Japanese,bicycle
bicycle,category_organization,material,8,1,0.125,Turkish,bicycle
bicycle,category_organization,material,8,1,0.125,Spanish (Mexican),bicycle
bicycle,category_organization,material,8,1,0.125,Russian,bicycle
bicycle,category_organization,material,8,1,0.125,Kiswahili,bicycle
bicycle,category_organization,material,8,1,0.125,Mandarin (Taiwanese),bicycle
bicycle,category_organization,material,8,1,0.125,Spanish (European),bicycle
bicycle,category_organization,material,8,1,0.125,French (French),bicycle
bicycle,category_organization,shape,8,6,0.75,English (American),bicycle
bicycle,category_organization,shape,8,6,0.75,Mandarin (Beijing),bicycle
bicycle,category_organization,shape,8,6,0.75,Korean,bicycle
bicycle,category_organization,shape,8,6,0.75,English (Australian),bicycle
bicycle,category_organization,shape,8,6,0.75,Cantonese,bicycle
bicycle,category_organization,shape,8,6,0.75,Catalan,bicycle
bicycle,category_organization,shape,8,6,0.75,Japanese,bicycle
bicycle,category_organization,shape,8,6,0.75,Turkish,bicycle
bicycle,category_organization,shape,8,6,0.75,Spanish (Mexican),bicycle
bicycle,category_organization,shape,8,6,0.75,Russian,bicycle
bicycle,category_organization,shape,8,6,0.75,Kiswahili,bicycle
bicycle,category_organization,shape,8,6,0.75,Mandarin (Taiwanese),bicycle
bicycle,category_organization,shape,8,6,0.75,Spanish (European),bicycle
bicycle,category_organization,shape,8,6,0.75,French (French),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,English (American),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Mandarin (Beijing),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Korean,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,English (Australian),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Cantonese,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Catalan,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Japanese,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Turkish,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Spanish (Mexican),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Russian,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Kiswahili,bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Mandarin (Taiwanese),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,Spanish (European),bicycle
bicycle,count_mass,count noun,9,8,0.8888888888888888,French (French),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,English (American),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Mandarin (Beijing),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Korean,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,English (Australian),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Cantonese,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Catalan,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Japanese,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Turkish,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Spanish (Mexican),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Russian,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Kiswahili,bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Mandarin (Taiwanese),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,Spanish (European),bicycle
bicycle,count_mass,mass noun,9,1,0.1111111111111111,French (French),bicycle
bicycle,solidity,solid,7,7,1,English (American),bicycle
bicycle,solidity,solid,7,7,1,Mandarin (Beijing),bicycle
bicycle,solidity,solid,7,7,1,Korean,bicycle
bicycle,solidity,solid,7,7,1,English (Australian),bicycle
bicycle,solidity,solid,7,7,1,Cantonese,bicycle
bicycle,solidity,solid,7,7,1,Catalan,bicycle
bicycle,solidity,solid,7,7,1,Japanese,bicycle
bicycle,solidity,solid,7,7,1,Turkish,bicycle
bicycle,solidity,solid,7,7,1,Spanish (Mexican),bicycle
bicycle,solidity,solid,7,7,1,Russian,bicycle
bicycle,solidity,solid,7,7,1,Kiswahili,bicycle
bicycle,solidity,solid,7,7,1,Mandarin (Taiwanese),bicycle
bicycle,solidity,solid,7,7,1,Spanish (European),bicycle
bicycle,solidity,solid,7,7,1,French (French),bicycle
bird,category_organization,none of these,6,6,1,English (American),bird
bird,category_organization,none of these,6,6,1,Mandarin (Beijing),bird
bird,category_organization,none of these,6,6,1,Korean,bird
bird,category_organization,none of these,6,6,1,English (Australian),bird
bird,category_organization,none of these,6,6,1,Cantonese,bird
bird,category_organization,none of these,6,6,1,Catalan,bird
bird,category_organization,none of these,6,6,1,Japanese,bird
bird,category_organization,none of these,6,6,1,Turkish,bird
bird,category_organization,none of these,6,6,1,Spanish (Mexican),bird
bird,category_organization,none of these,6,6,1,Russian,bird
bird,category_organization,none of these,6,6,1,Kiswahili,bird
bird,category_organization,none of these,6,6,1,Mandarin (Taiwanese),bird
bird,category_organization,none of these,6,6,1,Spanish (European),bird
bird,category_organization,none of these,6,6,1,French (French),bird
bird,count_mass,count noun,10,9,0.9,English (American),bird
bird,count_mass,count noun,10,9,0.9,Mandarin (Beijing),bird
bird,count_mass,count noun,10,9,0.9,Korean,bird
bird,count_mass,count noun,10,9,0.9,English (Australian),bird
bird,count_mass,count noun,10,9,0.9,Cantonese,bird
bird,count_mass,count noun,10,9,0.9,Catalan,bird
bird,count_mass,count noun,10,9,0.9,Japanese,bird
bird,count_mass,count noun,10,9,0.9,Turkish,bird
bird,count_mass,count noun,10,9,0.9,Spanish (Mexican),bird
bird,count_mass,count noun,10,9,0.9,Russian,bird
bird,count_mass,count noun,10,9,0.9,Kiswahili,bird
bird,count_mass,count noun,10,9,0.9,Mandarin (Taiwanese),bird
bird,count_mass,count noun,10,9,0.9,Spanish (European),bird
bird,count_mass,count noun,10,9,0.9,French (French),bird
bird,count_mass,mass noun,10,1,0.1,English (American),bird
bird,count_mass,mass noun,10,1,0.1,Mandarin (Beijing),bird
bird,count_mass,mass noun,10,1,0.1,Korean,bird
bird,count_mass,mass noun,10,1,0.1,English (Australian),bird
bird,count_mass,mass noun,10,1,0.1,Cantonese,bird
bird,count_mass,mass noun,10,1,0.1,Catalan,bird
bird,count_mass,mass noun,10,1,0.1,Japanese,bird
bird,count_mass,mass noun,10,1,0.1,Turkish,bird
bird,count_mass,mass noun,10,1,0.1,Spanish (Mexican),bird
bird,count_mass,mass noun,10,1,0.1,Russian,bird
bird,count_mass,mass noun,10,1,0.1,Kiswahili,bird
bird,count_mass,mass noun,10,1,0.1,Mandarin (Taiwanese),bird
bird,count_mass,mass noun,10,1,0.1,Spanish (European),bird
bird,count_mass,mass noun,10,1,0.1,French (French),bird
bird,solidity,solid,7,7,1,English (American),bird
bird,solidity,solid,7,7,1,Mandarin (Beijing),bird
bird,solidity,solid,7,7,1,Korean,bird
bird,solidity,solid,7,7,1,English (Australian),bird
bird,solidity,solid,7,7,1,Cantonese,bird
bird,solidity,solid,7,7,1,Catalan,bird
bird,solidity,solid,7,7,1,Japanese,bird
bird,solidity,solid,7,7,1,Turkish,bird
bird,solidity,solid,7,7,1,Spanish (Mexican),bird
bird,solidity,solid,7,7,1,Russian,bird
bird,solidity,solid,7,7,1,Kiswahili,bird
bird,solidity,solid,7,7,1,Mandarin (Taiwanese),bird
bird,solidity,solid,7,7,1,Spanish (European),bird
bird,solidity,solid,7,7,1,French (French),bird
biscuit,category_organization,material,7,5,0.7142857142857143,Cantonese,biscuit
biscuit,category_organization,none of these,7,1,0.14285714285714285,Cantonese,biscuit
biscuit,category_organization,shape,7,1,0.14285714285714285,Cantonese,biscuit
biscuit,count_mass,count noun,5,4,0.8,Cantonese,biscuit
biscuit,count_mass,mass noun,5,1,0.2,Cantonese,biscuit
biscuit,solidity,solid,9,9,1,Cantonese,biscuit
blanket,category_organization,material,6,4,0.6666666666666666,English (American),blanket
blanket,category_organization,material,6,4,0.6666666666666666,Mandarin (Beijing),blanket
blanket,category_organization,material,6,4,0.6666666666666666,Korean,blanket
blanket,category_organization,material,6,4,0.6666666666666666,English (Australian),blanket
blanket,category_organization,material,6,4,0.6666666666666666,Cantonese,blanket
blanket,category_organization,material,6,4,0.6666666666666666,Catalan,blanket
blanket,category_organization,material,6,4,0.6666666666666666,Japanese,blanket
blanket,category_organization,material,6,4,0.6666666666666666,Turkish,blanket
blanket,category_organization,material,6,4,0.6666666666666666,Spanish (Mexican),blanket
blanket,category_organization,material,6,4,0.6666666666666666,Russian,blanket
blanket,category_organization,material,6,4,0.6666666666666666,Mandarin (Taiwanese),blanket
blanket,category_organization,material,6,4,0.6666666666666666,French (French),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,English (American),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Mandarin (Beijing),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Korean,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,English (Australian),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Cantonese,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Catalan,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Japanese,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Turkish,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Spanish (Mexican),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Russian,blanket
blanket,category_organization,shape,6,2,0.3333333333333333,Mandarin (Taiwanese),blanket
blanket,category_organization,shape,6,2,0.3333333333333333,French (French),blanket
blanket,count_mass,count noun,8,7,0.875,English (American),blanket
blanket,count_mass,count noun,8,7,0.875,Mandarin (Beijing),blanket
blanket,count_mass,count noun,8,7,0.875,Korean,blanket
blanket,count_mass,count noun,8,7,0.875,English (Australian),blanket
blanket,count_mass,count noun,8,7,0.875,Cantonese,blanket
blanket,count_mass,count noun,8,7,0.875,Catalan,blanket
blanket,count_mass,count noun,8,7,0.875,Japanese,blanket
blanket,count_mass,count noun,8,7,0.875,Turkish,blanket
blanket,count_mass,count noun,8,7,0.875,Spanish (Mexican),blanket
blanket,count_mass,count noun,8,7,0.875,Russian,blanket
blanket,count_mass,count noun,8,7,0.875,Mandarin (Taiwanese),blanket
blanket,count_mass,count noun,8,7,0.875,French (French),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,English (American),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Mandarin (Beijing),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Korean,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,English (Australian),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Cantonese,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Catalan,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Japanese,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Turkish,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Spanish (Mexican),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Russian,blanket
blanket,count_mass,unclear/unknown,8,1,0.125,Mandarin (Taiwanese),blanket
blanket,count_mass,unclear/unknown,8,1,0.125,French (French),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,English (American),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Mandarin (Beijing),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Korean,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,English (Australian),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Cantonese,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Catalan,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Japanese,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Turkish,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Spanish (Mexican),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Russian,blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,Mandarin (Taiwanese),blanket
blanket,solidity,non-solid,6,1,0.16666666666666666,French (French),blanket
blanket,solidity,solid,6,5,0.8333333333333334,English (American),blanket
blanket,solidity,solid,6,5,0.8333333333333334,Mandarin (Beijing),blanket
blanket,solidity,solid,6,5,0.8333333333333334,Korean,blanket
blanket,solidity,solid,6,5,0.8333333333333334,English (Australian),blanket
blanket,solidity,solid,6,5,0.8333333333333334,Cantonese,blanket
blanket,solidity,solid,6,5,0.8333333333333334,Catalan,blanket
blanket,solidity,solid,6,5,0.8333333333333334,Japanese,blanket
blanket,solidity,solid,6,5,0.8333333333333334,Turkish,blanket
blanket,solidity,solid,6,5,0.8333333333333334,Spanish (Mexican),blanket
blanket,solidity,solid,6,5,0.8333333333333334,Russian,blanket
blanket,solidity,solid,6,5,0.8333333333333334,Mandarin (Taiwanese),blanket
blanket,solidity,solid,6,5,0.8333333333333334,French (French),blanket
blocks,category_organization,material,10,1,0.1,English (American),blocks
blocks,category_organization,material,10,1,0.1,Mandarin (Beijing),blocks
blocks,category_organization,material,10,1,0.1,Korean,blocks
blocks,category_organization,material,10,1,0.1,English (Australian),blocks
blocks,category_organization,material,10,1,0.1,Cantonese,blocks
blocks,category_organization,material,10,1,0.1,Japanese,blocks
blocks,category_organization,material,10,1,0.1,Turkish,blocks
blocks,category_organization,material,10,1,0.1,Russian,blocks
blocks,category_organization,material,10,1,0.1,Mandarin (Taiwanese),blocks
blocks,category_organization,material,10,1,0.1,Spanish (European),blocks
blocks,category_organization,material,10,1,0.1,French (French),blocks
blocks,category_organization,shape,10,9,0.9,English (American),blocks
blocks,category_organization,shape,10,9,0.9,Mandarin (Beijing),blocks
blocks,category_organization,shape,10,9,0.9,Korean,blocks
blocks,category_organization,shape,10,9,0.9,English (Australian),blocks
blocks,category_organization,shape,10,9,0.9,Cantonese,blocks
blocks,category_organization,shape,10,9,0.9,Japanese,blocks
blocks,category_organization,shape,10,9,0.9,Turkish,blocks
blocks,category_organization,shape,10,9,0.9,Russian,blocks
blocks,category_organization,shape,10,9,0.9,Mandarin (Taiwanese),blocks
blocks,category_organization,shape,10,9,0.9,Spanish (European),blocks
blocks,category_organization,shape,10,9,0.9,French (French),blocks
blocks,count_mass,count noun,8,6,0.75,English (American),blocks
blocks,count_mass,count noun,8,6,0.75,Mandarin (Beijing),blocks
blocks,count_mass,count noun,8,6,0.75,Korean,blocks
blocks,count_mass,count noun,8,6,0.75,English (Australian),blocks
blocks,count_mass,count noun,8,6,0.75,Cantonese,blocks
blocks,count_mass,count noun,8,6,0.75,Japanese,blocks
blocks,count_mass,count noun,8,6,0.75,Turkish,blocks
blocks,count_mass,count noun,8,6,0.75,Russian,blocks
blocks,count_mass,count noun,8,6,0.75,Mandarin (Taiwanese),blocks
blocks,count_mass,count noun,8,6,0.75,Spanish (European),blocks
blocks,count_mass,count noun,8,6,0.75,French (French),blocks
blocks,count_mass,mass noun,8,2,0.25,English (American),blocks
blocks,count_mass,mass noun,8,2,0.25,Mandarin (Beijing),blocks
blocks,count_mass,mass noun,8,2,0.25,Korean,blocks
blocks,count_mass,mass noun,8,2,0.25,English (Australian),blocks
blocks,count_mass,mass noun,8,2,0.25,Cantonese,blocks
blocks,count_mass,mass noun,8,2,0.25,Japanese,blocks
blocks,count_mass,mass noun,8,2,0.25,Turkish,blocks
blocks,count_mass,mass noun,8,2,0.25,Russian,blocks
blocks,count_mass,mass noun,8,2,0.25,Mandarin (Taiwanese),blocks
blocks,count_mass,mass noun,8,2,0.25,Spanish (European),blocks
blocks,count_mass,mass noun,8,2,0.25,French (French),blocks
blocks,solidity,solid,9,9,1,English (American),blocks
blocks,solidity,solid,9,9,1,Mandarin (Beijing),blocks
blocks,solidity,solid,9,9,1,Korean,blocks
blocks,solidity,solid,9,9,1,English (Australian),blocks
blocks,solidity,solid,9,9,1,Cantonese,blocks
blocks,solidity,solid,9,9,1,Japanese,blocks
blocks,solidity,solid,9,9,1,Turkish,blocks
blocks,solidity,solid,9,9,1,Russian,blocks
blocks,solidity,solid,9,9,1,Mandarin (Taiwanese),blocks
blocks,solidity,solid,9,9,1,Spanish (European),blocks
blocks,solidity,solid,9,9,1,French (French),blocks
blood,category_organization,color,7,4,0.5714285714285714,Korean,blood
blood,category_organization,material,7,3,0.42857142857142855,Korean,blood
blood,count_mass,count noun,8,2,0.25,Korean,blood
blood,count_mass,mass noun,8,5,0.625,Korean,blood
blood,count_mass,unclear/unknown,8,1,0.125,Korean,blood
blood,solidity,non-solid,9,9,1,Korean,blood
blouse,category_organization,material,10,3,0.3,Turkish,blouse
blouse,category_organization,none of these,10,1,0.1,Turkish,blouse
blouse,category_organization,shape,10,6,0.6,Turkish,blouse
blouse,count_mass,count noun,6,3,0.5,Turkish,blouse
blouse,count_mass,mass noun,6,2,0.3333333333333333,Turkish,blouse
blouse,count_mass,unclear/unknown,6,1,0.16666666666666666,Turkish,blouse
blouse,solidity,non-solid,8,1,0.125,Turkish,blouse
blouse,solidity,solid,8,6,0.75,Turkish,blouse
blouse,solidity,unclear/unknown,8,1,0.125,Turkish,blouse
board game,category_organization,color,7,1,0.14285714285714285,Mandarin (Beijing),board game
board game,category_organization,material,7,3,0.42857142857142855,Mandarin (Beijing),board game
board game,category_organization,none of these,7,3,0.42857142857142855,Mandarin (Beijing),board game
board game,count_mass,count noun,6,5,0.8333333333333334,Mandarin (Beijing),board game
board game,count_mass,unclear/unknown,6,1,0.16666666666666666,Mandarin (Beijing),board game
board game,solidity,solid,7,6,0.8571428571428571,Mandarin (Beijing),board game
board game,solidity,unclear/unknown,7,1,0.14285714285714285,Mandarin (Beijing),board game
boat,category_organization,material,8,2,0.25,English (American),boat
boat,category_organization,material,8,2,0.25,Mandarin (Beijing),boat
boat,category_organization,material,8,2,0.25,Korean,boat
boat,category_organization,material,8,2,0.25,English (Australian),boat
boat,category_organization,material,8,2,0.25,Cantonese,boat
boat,category_organization,material,8,2,0.25,Catalan,boat
boat,category_organization,material,8,2,0.25,Turkish,boat
boat,category_organization,material,8,2,0.25,Spanish (Mexican),boat
boat,category_organization,material,8,2,0.25,Russian,boat
boat,category_organization,material,8,2,0.25,Mandarin (Taiwanese),boat
boat,category_organization,material,8,2,0.25,Spanish (European),boat
boat,category_organization,material,8,2,0.25,French (French),boat
boat,category_organization,none of these,8,3,0.375,English (American),boat
boat,category_organization,none of these,8,3,0.375,Mandarin (Beijing),boat
boat,category_organization,none of these,8,3,0.375,Korean,boat
boat,category_organization,none of these,8,3,0.375,English (Australian),boat
boat,category_organization,none of these,8,3,0.375,Cantonese,boat
boat,category_organization,none of these,8,3,0.375,Catalan,boat
boat,category_organization,none of these,8,3,0.375,Turkish,boat
boat,category_organization,none of these,8,3,0.375,Spanish (Mexican),boat
boat,category_organization,none of these,8,3,0.375,Russian,boat
boat,category_organization,none of these,8,3,0.375,Mandarin (Taiwanese),boat
boat,category_organization,none of these,8,3,0.375,Spanish (European),boat
boat,category_organization,none of these,8,3,0.375,French (French),boat
boat,category_organization,shape,8,3,0.375,English (American),boat
boat,category_organization,shape,8,3,0.375,Mandarin (Beijing),boat
boat,category_organization,shape,8,3,0.375,Korean,boat
boat,category_organization,shape,8,3,0.375,English (Australian),boat
boat,category_organization,shape,8,3,0.375,Cantonese,boat
boat,category_organization,shape,8,3,0.375,Catalan,boat
boat,category_organization,shape,8,3,0.375,Turkish,boat
boat,category_organization,shape,8,3,0.375,Spanish (Mexican),boat
boat,category_organization,shape,8,3,0.375,Russian,boat
boat,category_organization,shape,8,3,0.375,Mandarin (Taiwanese),boat
boat,category_organization,shape,8,3,0.375,Spanish (European),boat
boat,category_organization,shape,8,3,0.375,French (French),boat
boat,count_mass,count noun,5,5,1,English (American),boat
boat,count_mass,count noun,5,5,1,Mandarin (Beijing),boat
boat,count_mass,count noun,5,5,1,Korean,boat
boat,count_mass,count noun,5,5,1,English (Australian),boat
boat,count_mass,count noun,5,5,1,Cantonese,boat
boat,count_mass,count noun,5,5,1,Catalan,boat
boat,count_mass,count noun,5,5,1,Turkish,boat
boat,count_mass,count noun,5,5,1,Spanish (Mexican),boat
boat,count_mass,count noun,5,5,1,Russian,boat
boat,count_mass,count noun,5,5,1,Mandarin (Taiwanese),boat
boat,count_mass,count noun,5,5,1,Spanish (European),boat
boat,count_mass,count noun,5,5,1,French (French),boat
boat,solidity,solid,8,8,1,English (American),boat
boat,solidity,solid,8,8,1,Mandarin (Beijing),boat
boat,solidity,solid,8,8,1,Korean,boat
boat,solidity,solid,8,8,1,English (Australian),boat
boat,solidity,solid,8,8,1,Cantonese,boat
boat,solidity,solid,8,8,1,Catalan,boat
boat,solidity,solid,8,8,1,Turkish,boat
boat,solidity,solid,8,8,1,Spanish (Mexican),boat
boat,solidity,solid,8,8,1,Russian,boat
boat,solidity,solid,8,8,1,Mandarin (Taiwanese),boat
boat,solidity,solid,8,8,1,Spanish (European),boat
boat,solidity,solid,8,8,1,French (French),boat
body,category_organization,material,7,2,0.2857142857142857,Korean,body
body,category_organization,material,7,2,0.2857142857142857,Turkish,body
body,category_organization,none of these,7,2,0.2857142857142857,Korean,body
body,category_organization,none of these,7,2,0.2857142857142857,Turkish,body
body,category_organization,shape,7,3,0.42857142857142855,Korean,body
body,category_organization,shape,7,3,0.42857142857142855,Turkish,body
body,count_mass,count noun,8,5,0.625,Korean,body
body,count_mass,count noun,8,5,0.625,Turkish,body
body,count_mass,mass noun,8,1,0.125,Korean,body
body,count_mass,mass noun,8,1,0.125,Turkish,body
body,count_mass,unclear/unknown,8,2,0.25,Korean,body
body,count_mass,unclear/unknown,8,2,0.25,Turkish,body
body,solidity,non-solid,7,1,0.14285714285714285,Korean,body
body,solidity,non-solid,7,1,0.14285714285714285,Turkish,body
body,solidity,solid,7,6,0.8571428571428571,Korean,body
body,solidity,solid,7,6,0.8571428571428571,Turkish,body
book,category_organization,material,4,3,0.75,Mandarin (Beijing),book
book,category_organization,material,4,3,0.75,Korean,book
book,category_organization,material,4,3,0.75,English (Australian),book
book,category_organization,material,4,3,0.75,Cantonese,book
book,category_organization,material,4,3,0.75,Catalan,book
book,category_organization,material,4,3,0.75,Japanese,book
book,category_organization,material,4,3,0.75,Japanese,book
book,category_organization,material,4,3,0.75,Turkish,book
book,category_organization,material,4,3,0.75,Spanish (Mexican),book
book,category_organization,material,4,3,0.75,Russian,book
book,category_organization,material,4,3,0.75,Mandarin (Taiwanese),book
book,category_organization,material,4,3,0.75,Spanish (European),book
book,category_organization,material,4,3,0.75,French (French),book
book,category_organization,shape,4,1,0.25,Mandarin (Beijing),book
book,category_organization,shape,4,1,0.25,Korean,book
book,category_organization,shape,4,1,0.25,English (Australian),book
book,category_organization,shape,4,1,0.25,Cantonese,book
book,category_organization,shape,4,1,0.25,Catalan,book
book,category_organization,shape,4,1,0.25,Japanese,book
book,category_organization,shape,4,1,0.25,Japanese,book
book,category_organization,shape,4,1,0.25,Turkish,book
book,category_organization,shape,4,1,0.25,Spanish (Mexican),book
book,category_organization,shape,4,1,0.25,Russian,book
book,category_organization,shape,4,1,0.25,Mandarin (Taiwanese),book
book,category_organization,shape,4,1,0.25,Spanish (European),book
book,category_organization,shape,4,1,0.25,French (French),book
book,count_mass,count noun,5,4,0.8,Mandarin (Beijing),book
book,count_mass,count noun,5,4,0.8,Korean,book
book,count_mass,count noun,5,4,0.8,English (Australian),book
book,count_mass,count noun,5,4,0.8,Cantonese,book
book,count_mass,count noun,5,4,0.8,Catalan,book
book,count_mass,count noun,5,4,0.8,Japanese,book
book,count_mass,count noun,5,4,0.8,Japanese,book
book,count_mass,count noun,5,4,0.8,Turkish,book
book,count_mass,count noun,5,4,0.8,Spanish (Mexican),book
book,count_mass,count noun,5,4,0.8,Russian,book
book,count_mass,count noun,5,4,0.8,Mandarin (Taiwanese),book
book,count_mass,count noun,5,4,0.8,Spanish (European),book
book,count_mass,count noun,5,4,0.8,French (French),book
book,count_mass,unclear/unknown,5,1,0.2,Mandarin (Beijing),book
book,count_mass,unclear/unknown,5,1,0.2,Korean,book
book,count_mass,unclear/unknown,5,1,0.2,English (Australian),book
book,count_mass,unclear/unknown,5,1,0.2,Cantonese,book
book,count_mass,unclear/unknown,5,1,0.2,Catalan,book
book,count_mass,unclear/unknown,5,1,0.2,Japanese,book
book,count_mass,unclear/unknown,5,1,0.2,Japanese,book
book,count_mass,unclear/unknown,5,1,0.2,Turkish,book
book,count_mass,unclear/unknown,5,1,0.2,Spanish (Mexican),book
book,count_mass,unclear/unknown,5,1,0.2,Russian,book
book,count_mass,unclear/unknown,5,1,0.2,Mandarin (Taiwanese),book
book,count_mass,unclear/unknown,5,1,0.2,Spanish (European),book
book,count_mass,unclear/unknown,5,1,0.2,French (French),book
book,solidity,non-solid,6,1,0.16666666666666666,Mandarin (Beijing),book
book,solidity,non-solid,6,1,0.16666666666666666,Korean,book
book,solidity,non-solid,6,1,0.16666666666666666,English (Australian),book
book,solidity,non-solid,6,1,0.16666666666666666,Cantonese,book
book,solidity,non-solid,6,1,0.16666666666666666,Catalan,book
book,solidity,non-solid,6,1,0.16666666666666666,Japanese,book
book,solidity,non-solid,6,1,0.16666666666666666,Japanese,book
book,solidity,non-solid,6,1,0.16666666666666666,Turkish,book
book,solidity,non-solid,6,1,0.16666666666666666,Spanish (Mexican),book
book,solidity,non-solid,6,1,0.16666666666666666,Russian,book
book,solidity,non-solid,6,1,0.16666666666666666,Mandarin (Taiwanese),book
book,solidity,non-solid,6,1,0.16666666666666666,Spanish (European),book
book,solidity,non-solid,6,1,0.16666666666666666,French (French),book
book,solidity,solid,6,5,0.8333333333333334,Mandarin (Beijing),book
book,solidity,solid,6,5,0.8333333333333334,Korean,book
book,solidity,solid,6,5,0.8333333333333334,English (Australian),book
book,solidity,solid,6,5,0.8333333333333334,Cantonese,book
book,solidity,solid,6,5,0.8333333333333334,Catalan,book
book,solidity,solid,6,5,0.8333333333333334,Japanese,book
book,solidity,solid,6,5,0.8333333333333334,Japanese,book
book,solidity,solid,6,5,0.8333333333333334,Turkish,book
book,solidity,solid,6,5,0.8333333333333334,Spanish (Mexican),book
book,solidity,solid,6,5,0.8333333333333334,Russian,book
